Run           Event         Onset         Dur
1             negL           268.823      350
1             ButtonResp    -1779.145     0
1             posL           272.226      350
1             ButtonResp    -1779.145     0
1             posFOIL        275.63       350
1             ButtonResp    -1779.145     0
1             posV           279.034      350
1             ButtonResp    -1779.145     0
1             negFOIL        282.421      350
1             ButtonResp    -1779.145     0
1             posL           285.824      350
1             ButtonResp    -1779.145     0
1             negV           289.228      350
1             ButtonResp    -1779.145     0
1             posL           302.626      350
1             ButtonResp    -1779.145     0
1             posL           306.03       350
1             ButtonResp    -1779.145     0
1             posV           309.433      350
1             ButtonResp    -1779.145     0
1             negL           312.82       350
1             ButtonResp    -1779.145     0
1             negL           316.224      350
1             ButtonResp    -1779.145     0
1             scrV           319.628      350
1             ButtonResp    -1779.145     0
1             scrFOIL        323.031      350
1             ButtonResp    -1779.145     0
1             posV           326.435      350
1             ButtonResp    -1779.145     0
1             posL           329.822      350
1             ButtonResp    -1779.145     0
1             negFOIL        333.226      350
1             ButtonResp    -1779.145     0
1             posL           336.629      350
1             ButtonResp    -1779.145     0
1             negL           340.033      350
1             ButtonResp    -1779.145     0
1             posL           343.42       350
1             ButtonResp    -1779.145     0
1             negV           346.824      350
1             ButtonResp    -1779.145     0
1             negV           360.222      350
1             ButtonResp    -1779.145     0
1             posV           363.625      350
1             ButtonResp    -1779.145     0
1             posFOIL        367.029      350
1             ButtonResp    -1779.145     0
1             negL           370.433      350
1             ButtonResp    -1779.145     0
1             scrFOIL        373.82       350
1             ButtonResp    -1779.145     0
1             posV           377.223      350
1             ButtonResp    -1779.145     0
1             posL           380.627      350
1             ButtonResp    -1779.145     0
1             negV           384.031      350
1             ButtonResp    -1779.145     0
1             posL           387.434      350
1             ButtonResp    -1779.145     0
1             scrL           390.821      350
1             ButtonResp    -1779.145     0
1             negV           394.225      350
1             ButtonResp    -1779.145     0
1             posV           397.629      350
1             ButtonResp    -1779.145     0
1             posV           401.032      350
1             ButtonResp    -1779.145     0
1             posL           404.419      350
1             ButtonResp    -1779.145     0
1             posL           417.834      350
1             ButtonResp    -1779.145     0
1             scrL           421.221      350
1             ButtonResp    -1779.145     0
1             scrV           424.625      350
1             ButtonResp    -1779.145     0
1             posV           428.028      350
1             ButtonResp    -1779.145     0
1             negL           431.432      350
1             ButtonResp    -1779.145     0
1             negV           434.836      350
1             ButtonResp    -1779.145     0
1             scrV           438.223      350
1             ButtonResp    -1779.145     0
1             negL           441.626      350
1             ButtonResp    -1779.145     0
1             negFOIL        445.03       350
1             ButtonResp    -1779.145     0
1             posV           448.434      350
1             ButtonResp    -1779.145     0
1             negL           451.821      350
1             ButtonResp    -1779.145     0
1             negV           455.224      350
1             ButtonResp    -1779.145     0
1             posV           458.628      350
1             ButtonResp    -1779.145     0
1             posFOIL        462.032      350
1             ButtonResp    -1779.145     0
