Run           Event         Onset         Dur
1             ButtonResp    -1903.923     0
1             scrV           429.712      350
1             ButtonResp    -1903.923     0
1             posV           433.16       350
1             ButtonResp    -1903.923     0
1             negL           436.609      350
1             ButtonResp    -1903.923     0
1             negV           440.058      350
1             ButtonResp    -1903.923     0
1             scrV           443.507      350
1             ButtonResp    -1903.923     0
1             negL           446.956      350
1             ButtonResp    -1903.923     0
1             negFOIL        450.404      350
1             ButtonResp    -1903.923     0
1             posV           453.853      350
1             ButtonResp    -1903.923     0
1             negL           457.302      350
1             ButtonResp    -1903.923     0
1             negV           460.751      350
1             ButtonResp    -1903.923     0
1             posV           464.199      350
1             ButtonResp    -1903.923     0
1             posFOIL        467.648      350
1             ButtonResp    -1903.923     0
