Run           Event         Onset         Dur
1             negV           221.431      350
1             ButtonResp    -1802.598     0
1             posV           224.818      350
1             ButtonResp    -1802.598     0
1             posV           228.221      350
1             ButtonResp    -1802.598     0
1             posL           231.625      350
1             ButtonResp    -1802.598     0
1             posV           245.022      350
1             ButtonResp    -1802.598     0
1             posFOIL        248.426      350
1             ButtonResp    -1802.598     0
1             negV           251.83       350
1             ButtonResp    -1802.598     0
1             posV           255.217      350
1             ButtonResp    -1802.598     0
1             negV           258.62       350
1             ButtonResp    -1802.598     0
1             posV           262.024      350
1             ButtonResp    -1802.598     0
1             negV           265.427      350
1             ButtonResp    -1802.598     0
1             negL           268.831      350
1             ButtonResp    -1802.598     0
1             negFOIL        272.218      350
1             ButtonResp    -1802.598     0
1             negL           275.622      350
1             ButtonResp    -1802.598     0
1             posV           279.025      350
1             ButtonResp    -1802.598     0
1             posFOIL        282.429      350
1             ButtonResp    -1802.598     0
1             negV           285.832      350
1             ButtonResp    -1802.598     0
1             posL           289.219      350
1             ButtonResp    -1802.598     0
1             posL           302.617      350
1             ButtonResp    -1802.598     0
1             negFOIL        306.021      350
1             ButtonResp    -1802.598     0
1             posL           309.424      350
1             ButtonResp    -1802.598     0
1             posL           312.828      350
1             ButtonResp    -1802.598     0
1             negL           316.231      350
1             ButtonResp    -1802.598     0
1             scrV           319.618      350
1             ButtonResp    -1802.598     0
1             negL           323.022      350
1             ButtonResp    -1802.598     0
1             negL           326.426      350
1             ButtonResp    -1802.598     0
1             posL           329.829      350
1             ButtonResp    -1802.598     0
1             posFOIL        333.216      350
1             ButtonResp    -1802.598     0
1             posV           336.62       350
1             ButtonResp    -1802.598     0
1             negFOIL        340.023      350
1             ButtonResp    -1802.598     0
1             posL           343.427      350
1             ButtonResp    -1802.598     0
1             negV           346.831      350
1             ButtonResp    -1802.598     0
1             posL           360.228      350
1             ButtonResp    -1802.598     0
1             scrL           363.632      350
1             ButtonResp    -1802.598     0
1             scrV           367.019      350
1             ButtonResp    -1802.598     0
1             posV           370.422      350
1             ButtonResp    -1802.598     0
1             negL           373.826      350
1             ButtonResp    -1802.598     0
1             negV           377.23       350
1             ButtonResp    -1802.598     0
1             scrV           380.617      350
1             ButtonResp    -1802.598     0
1             negL           384.02       350
1             ButtonResp    -1802.598     0
1             negFOIL        387.424      350
1             ButtonResp    -1802.598     0
1             posV           390.827      350
1             ButtonResp    -1802.598     0
1             negL           394.231      350
1             ButtonResp    -1802.598     0
1             negV           397.618      350
1             ButtonResp    -1802.598     0
1             posV           401.022      350
1             ButtonResp    -1802.598     0
1             posFOIL        404.425      350
1             ButtonResp    -1802.598     0
1             scrL           417.823      350
1             ButtonResp    -1802.598     0
1             posL           421.226      350
1             ButtonResp    -1802.598     0
1             scrL           424.63       350
1             ButtonResp    -1802.598     0
1             posV           428.017      350
1             ButtonResp    -1802.598     0
1             negL           431.42       350
1             ButtonResp    -1802.598     0
1             posFOIL        434.824      350
1             ButtonResp    -1802.598     0
1             posV           438.228      350
1             ButtonResp    -1802.598     0
1             negL           441.631      350
1             ButtonResp    -1802.598     0
1             negL           445.018      350
1             ButtonResp    -1802.598     0
1             scrV           448.422      350
1             ButtonResp    -1802.598     0
1             posV           451.826      350
1             ButtonResp    -1802.598     0
1             posV           455.229      350
1             ButtonResp    -1802.598     0
1             posL           458.633      350
1             ButtonResp    -1802.598     0
1             negFOIL        462.02       350
1             ButtonResp    -1802.598     0
