Run           Event         Onset         Dur
1             ButtonResp    -2127.154     0
1             posFOIL        275.633      350
1             ButtonResp    -2127.154     0
1             posV           279.037      350
1             ButtonResp    -2127.154     0
1             negFOIL        282.44       350
1             ButtonResp    -2127.154     0
1             posL           285.827      350
1             ButtonResp    -2127.154     0
1             negV           289.231      350
1             ButtonResp    -2127.154     0
1             posL           302.628      350
1             ButtonResp    -2127.154     0
1             posL           306.032      350
1             ButtonResp    -2127.154     0
1             posV           309.436      350
1             ButtonResp    -2127.154     0
1             negL           312.839      350
1             ButtonResp    -2127.154     0
1             negL           316.226      350
1             ButtonResp    -2127.154     0
1             scrV           319.63       350
1             ButtonResp    -2127.154     0
1             scrFOIL        323.034      350
1             ButtonResp    -2127.154     0
1             posV           326.437      350
1             ButtonResp    -2127.154     0
1             posL           329.824      350
1             ButtonResp    -2127.154     0
1             negFOIL        333.228      350
1             ButtonResp    -2127.154     0
1             posL           336.632      350
1             ButtonResp    -2127.154     0
1             negL           340.035      350
1             ButtonResp    -2127.154     0
1             posL           343.439      350
1             ButtonResp    -2127.154     0
1             negV           346.826      350
1             ButtonResp    -2127.154     0
1             negV           360.24       350
1             ButtonResp    -2127.154     0
1             posV           363.627      350
1             ButtonResp    -2127.154     0
1             posFOIL        367.031      350
1             ButtonResp    -2127.154     0
1             negL           370.435      350
1             ButtonResp    -2127.154     0
1             scrFOIL        373.838      350
1             ButtonResp    -2127.154     0
1             posV           377.225      350
1             ButtonResp    -2127.154     0
1             posL           380.629      350
1             ButtonResp    -2127.154     0
1             negV           384.032      350
1             ButtonResp    -2127.154     0
1             posL           387.436      350
1             ButtonResp    -2127.154     0
1             scrL           390.84       350
1             ButtonResp    -2127.154     0
1             negV           394.227      350
1             ButtonResp    -2127.154     0
1             posV           397.63       350
1             ButtonResp    -2127.154     0
1             posV           401.034      350
1             ButtonResp    -2127.154     0
1             posL           404.438      350
1             ButtonResp    -2127.154     0
1             posL           417.835      350
1             ButtonResp    -2127.154     0
1             scrL           421.239      350
1             ButtonResp    -2127.154     0
1             scrV           424.626      350
1             ButtonResp    -2127.154     0
1             posV           428.03       350
1             ButtonResp    -2127.154     0
1             negL           431.433      350
1             ButtonResp    -2127.154     0
1             negV           434.837      350
1             ButtonResp    -2127.154     0
1             scrV           438.241      350
1             ButtonResp    -2127.154     0
1             negL           441.628      350
1             ButtonResp    -2127.154     0
1             negFOIL        445.031      350
1             ButtonResp    -2127.154     0
1             posV           448.435      350
1             ButtonResp    -2127.154     0
1             negL           451.838      350
1             ButtonResp    -2127.154     0
1             negV           455.225      350
1             ButtonResp    -2127.154     0
1             posV           458.629      350
1             ButtonResp    -2127.154     0
1             posFOIL        462.033      350
1             ButtonResp    -2127.154     0
